id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
648331,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Operations Management,Working Professional,No,No,No,No,No,No,16.0,16.0,No
648322,Landing Page Submission,Google,No,No,0,5.0,1362,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,17.0,No
648319,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
648314,Landing Page Submission,Google,No,No,0,2.0,539,2.0,Unreachable,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,No
648310,Landing Page Submission,Google,No,No,0,3.0,359,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
648284,Lead Add Form,Reference,No,No,1,,158,,,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,20.0,No
648265,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
648243,Landing Page Submission,Organic Search,No,No,0,4.0,35,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
648236,Landing Page Submission,Direct Traffic,No,No,1,2.0,1744,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
648231,Landing Page Submission,Google,No,No,1,5.0,1417,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
648219,Landing Page Submission,Google,No,No,0,2.0,277,2.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
648199,Landing Page Submission,Google,No,No,0,7.0,148,3.5,SMS Sent,Rural and Agribusiness,,No,No,No,No,No,No,13.0,13.0,Yes
648191,Landing Page Submission,Google,No,No,1,2.0,588,2.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,15.0,20.0,No
648180,API,Google,No,No,0,1.0,803,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
648164,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
648146,API,Google,No,No,0,1.0,20,1.0,Converted to Lead,,,No,No,No,No,No,No,11.0,15.0,No
648139,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
648136,Landing Page Submission,Organic Search,No,No,0,6.0,562,6.0,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
648130,Landing Page Submission,Direct Traffic,No,No,0,2.0,1995,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,11.0,17.0,Yes
648125,API,Google,No,No,0,2.0,343,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
648086,API,Direct Traffic,Yes,No,0,20.0,808,2.86,Email Bounced,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
648066,Landing Page Submission,Google,No,No,0,3.0,174,3.0,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
648060,Landing Page Submission,Google,No,No,0,5.0,343,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,16.0,No
648037,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
647974,Lead Import,Facebook,No,No,0,,93,,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
647975,Lead Import,Facebook,No,No,0,,270,,SMS Sent,,,No,No,No,No,No,No,14.0,14.0,No
647976,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
647977,Lead Import,Facebook,No,No,0,,214,,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
647980,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
647983,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
647987,Lead Import,Facebook,No,No,0,,238,,,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
647988,Lead Import,Facebook,No,No,0,,300,,,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
647989,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
647991,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
647992,Lead Import,Facebook,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
647993,Lead Import,Facebook,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
647995,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
647996,Lead Import,Facebook,No,No,0,,1724,,,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
647947,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
647941,Landing Page Submission,Direct Traffic,No,No,1,1.0,166,1.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
647930,API,Google,No,No,1,2.0,1014,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
647918,API,Google,No,No,1,2.0,43,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
647916,Landing Page Submission,Google,No,No,0,5.0,1176,5.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
647912,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
647903,Landing Page Submission,Google,No,No,0,7.0,247,3.5,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
647902,Landing Page Submission,Google,No,No,0,4.0,48,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
647894,API,Chat,Yes,No,0,0.0,0,0.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
647861,API,Referral Sites,No,No,1,7.0,1001,7.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,15.0,13.0,No
647818,Landing Page Submission,Direct Traffic,No,No,0,43.0,57,3.91,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,17.0,No
647814,Landing Page Submission,Direct Traffic,No,No,0,10.0,124,5.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
647775,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
647770,API,Referral Sites,Yes,No,0,3.0,1198,1.5,Unsubscribed,,,No,No,No,No,No,No,13.0,13.0,No
647759,Landing Page Submission,Google,No,No,1,7.0,1387,1.4,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
647711,API,Google,No,No,1,3.0,1804,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
647709,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
647697,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,153,2.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,13.0,14.0,Yes
647689,Landing Page Submission,Direct Traffic,No,No,1,4.0,1267,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
647667,API,Referral Sites,No,No,0,2.0,491,2.0,Converted to Lead,,,No,No,No,No,No,No,13.0,13.0,No
647649,API,Organic Search,No,No,0,4.0,287,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
647630,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
647600,API,Google,No,No,1,2.0,371,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
647591,API,Organic Search,No,No,0,5.0,274,5.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
647583,Landing Page Submission,Direct Traffic,No,No,0,6.0,50,6.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,13.0,15.0,Yes
647517,Landing Page Submission,Google,No,No,1,6.0,543,6.0,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,18.0,No
647504,Landing Page Submission,Organic Search,No,No,0,3.0,658,3.0,Chat Conversation,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,No
647449,Landing Page Submission,Organic Search,No,No,1,4.0,1558,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
647448,API,Organic Search,Yes,No,0,5.0,368,5.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
647404,Landing Page Submission,Google,No,No,1,4.0,1621,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,17.0,No
647398,API,Organic Search,No,No,0,5.0,199,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,17.0,No
647352,Landing Page Submission,Organic Search,No,No,0,5.0,190,5.0,Form Submitted on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
647299,Landing Page Submission,Direct Traffic,No,No,1,2.0,277,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
647285,Landing Page Submission,Organic Search,No,No,0,4.0,423,4.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
647279,Landing Page Submission,Direct Traffic,No,No,0,3.0,1095,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
647256,Landing Page Submission,Direct Traffic,No,No,0,1.0,239,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
647201,API,Direct Traffic,No,No,1,4.0,1839,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
647177,API,Organic Search,No,No,0,8.0,172,8.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,14.0,Yes
647142,Landing Page Submission,Direct Traffic,No,No,1,2.0,1266,2.0,Converted to Lead,Hospitality Management,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes
647127,Landing Page Submission,Direct Traffic,No,No,0,17.0,682,5.67,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,16.0,No
647123,Landing Page Submission,Direct Traffic,No,No,0,7.0,389,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
647113,API,Organic Search,No,No,0,1.0,153,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
647082,Landing Page Submission,Direct Traffic,No,No,0,2.0,247,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
647077,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,187,2.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
647040,Landing Page Submission,Organic Search,No,No,1,3.0,149,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,14.0,No
647039,Landing Page Submission,Organic Search,No,No,1,4.0,1381,4.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
646999,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
646958,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
646938,Landing Page Submission,Direct Traffic,No,No,0,2.0,219,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,17.0,Yes
646915,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,Yes
646876,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646873,Landing Page Submission,Direct Traffic,No,No,0,3.0,417,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
646858,API,Google,No,No,0,2.0,419,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
646857,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646847,Landing Page Submission,Direct Traffic,No,No,0,2.0,24,2.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
646841,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
646839,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
646838,Landing Page Submission,Direct Traffic,No,No,0,2.0,6,2.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
646808,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646799,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
646772,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
646762,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646749,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646741,Landing Page Submission,Direct Traffic,No,No,0,2.0,97,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
646729,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
646697,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
646680,API,Organic Search,No,No,1,9.0,214,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646673,Landing Page Submission,Direct Traffic,No,No,0,2.0,1497,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
646652,Landing Page Submission,Direct Traffic,No,No,0,2.0,1155,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,15.0,18.0,Yes
646645,Landing Page Submission,Direct Traffic,No,No,0,2.0,19,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
646617,Landing Page Submission,Direct Traffic,No,No,0,2.0,7,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
646577,Landing Page Submission,Google,Yes,No,0,2.0,104,2.0,Had a Phone Conversation,E-COMMERCE,Unemployed,No,No,No,No,No,No,13.0,15.0,No
646574,Landing Page Submission,Google,No,No,1,6.0,1040,6.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
646573,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646570,Landing Page Submission,Google,No,No,0,4.0,76,2.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,18.0,No
646546,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
646545,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
646522,Landing Page Submission,Direct Traffic,No,No,1,2.0,855,2.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No
646508,API,Google,No,No,1,3.0,1553,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646504,Landing Page Submission,Organic Search,No,No,1,5.0,1208,5.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
646501,API,Google,No,No,0,3.0,1395,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
646491,API,Google,No,No,1,2.0,1499,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646456,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
646449,Landing Page Submission,Google,No,No,0,3.0,125,3.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,No
646432,Landing Page Submission,Direct Traffic,No,No,0,3.0,506,1.5,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,Yes
646426,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
646413,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
646412,API,Google,No,No,1,3.0,714,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
646388,Landing Page Submission,Google,No,No,1,4.0,984,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
646370,Landing Page Submission,Google,No,No,0,4.0,28,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
646366,Landing Page Submission,Organic Search,No,No,1,18.0,1569,4.5,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,17.0,16.0,No
646363,API,Google,No,No,0,3.0,491,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
646337,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
646330,API,Organic Search,No,No,1,3.0,1557,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
646329,Landing Page Submission,Direct Traffic,No,No,0,2.0,76,2.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes
646320,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
646308,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
646279,API,Chat,No,No,1,1.0,1076,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646276,API,Google,No,No,0,6.0,63,6.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,15.0,No
646266,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
646253,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
646241,Landing Page Submission,Google,No,No,1,3.0,512,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
646227,API,Google,No,No,0,4.0,422,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
646199,API,Google,No,No,1,3.0,1117,1.5,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
646191,Landing Page Submission,Google,No,No,1,2.0,230,2.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,14.0,13.0,No
646181,API,Google,No,No,0,2.0,200,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
646170,API,Google,No,No,1,3.0,1360,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
646076,Landing Page Submission,Direct Traffic,No,No,1,6.0,1121,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
646068,Landing Page Submission,Direct Traffic,No,No,1,2.0,1579,2.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
646010,Landing Page Submission,Direct Traffic,No,No,0,4.0,48,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,No
646003,Landing Page Submission,Google,No,No,0,4.0,113,4.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
646001,Landing Page Submission,Direct Traffic,No,No,1,2.0,942,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
645967,Landing Page Submission,Organic Search,No,No,0,5.0,61,5.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,14.0,14.0,Yes
645946,Landing Page Submission,Direct Traffic,No,No,0,3.0,505,3.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
645927,API,Google,No,No,1,4.0,1874,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
645914,Landing Page Submission,Organic Search,No,No,0,9.0,1208,9.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes
645889,Landing Page Submission,Direct Traffic,No,No,1,5.0,788,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
645883,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
645875,Landing Page Submission,Organic Search,No,No,1,6.0,788,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
645840,Landing Page Submission,Direct Traffic,No,No,1,2.0,1008,2.0,Email Link Clicked,Marketing Management,,No,No,No,No,No,No,13.0,18.0,Yes
645818,Landing Page Submission,Direct Traffic,No,No,0,1.0,471,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,17.0,No
645814,Landing Page Submission,Direct Traffic,No,No,0,3.0,117,3.0,Page Visited on Website,Hospitality Management,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
645810,API,Chat,No,No,1,7.0,1186,2.33,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645802,Landing Page Submission,Google,No,No,0,4.0,526,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
645791,Landing Page Submission,Direct Traffic,No,No,0,2.0,31,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes
645773,API,Google,No,No,1,2.0,369,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
645755,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645735,Landing Page Submission,Organic Search,No,No,1,11.0,608,11.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
645725,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
645714,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
645713,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
645710,Landing Page Submission,Direct Traffic,No,No,0,11.0,1236,11.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
645699,Landing Page Submission,Direct Traffic,No,No,0,4.0,322,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
645671,API,Google,No,No,0,2.0,59,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
645664,API,Chat,No,No,1,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645662,Landing Page Submission,Organic Search,No,No,0,8.0,550,2.67,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
645657,API,Google,No,No,1,2.0,923,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645629,Landing Page Submission,Direct Traffic,No,No,0,2.0,77,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
645612,API,Chat,No,No,0,5.0,274,2.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645563,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
645545,Landing Page Submission,Direct Traffic,No,No,0,7.0,252,2.33,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
645530,API,Google,No,No,1,2.0,1108,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645524,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645517,Landing Page Submission,Google,No,No,0,5.0,1209,5.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,15.0,No
645515,Landing Page Submission,Google,No,No,0,3.0,315,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
645512,API,Google,No,No,1,6.0,1552,1.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
645491,API,Google,No,No,0,4.0,185,4.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645483,API,Google,No,No,1,2.0,485,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
645481,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
645472,Landing Page Submission,Direct Traffic,No,No,1,8.0,103,2.67,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
645457,API,Google,No,No,1,3.0,1319,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
645447,Landing Page Submission,Google,No,No,0,3.0,240,3.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,16.0,No
645431,Landing Page Submission,Google,No,No,0,5.0,286,5.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,No
645422,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
645385,API,Google,No,No,1,2.0,880,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
645378,Landing Page Submission,Google,No,No,0,3.0,172,3.0,Form Submitted on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,10.0,13.0,No
645372,Landing Page Submission,Google,No,No,0,2.0,14,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
645370,Lead Add Form,Reference,No,No,1,,186,,,Human Resource Management,Student,No,No,No,No,No,No,14.0,20.0,No
645342,Landing Page Submission,Direct Traffic,No,No,0,3.0,580,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,Yes
645335,Landing Page Submission,Direct Traffic,No,No,0,2.0,1603,2.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
645333,API,Google,No,No,1,3.0,1459,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
645324,Landing Page Submission,Google,No,No,1,3.0,359,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
