id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
582560,Landing Page Submission,Organic Search,No,No,0,23.0,194,11.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
645271,Landing Page Submission,Google,No,No,0,4.0,1805,4.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,No
614097,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
654703,API,Organic Search,No,No,0,7.0,133,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
657220,Landing Page Submission,Google,No,No,0,11.0,1189,11.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
647829,API,Google,No,No,0,4.0,161,1.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
625683,Landing Page Submission,Google,No,No,0,2.0,1697,2.0,Email Link Clicked,Business Administration,Unemployed,No,No,No,No,No,No,,,No
590780,Landing Page Submission,Direct Traffic,No,No,1,3.0,784,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
616994,API,Chat,Yes,No,0,0.0,0,0.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,,,No
615556,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No
603303,API,Chat,No,No,0,3.0,1315,1.5,Chat Conversation,Finance Management,,No,No,No,No,No,No,16.0,14.0,Yes
591760,Landing Page Submission,Direct Traffic,No,No,0,1.0,300,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
629912,API,Chat,No,No,0,0.0,0,0.0,Unreachable,,,No,No,No,No,No,No,,,No
593445,Landing Page Submission,Direct Traffic,No,No,0,2.0,1293,2.0,Converted to Lead,IT Projects Management,,No,No,No,No,No,No,15.0,13.0,No
581511,Landing Page Submission,Google,No,No,0,6.0,195,6.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,20.0,No
608186,API,Chat,No,No,0,10.0,293,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
629556,Landing Page Submission,Organic Search,Yes,No,1,6.0,1525,6.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
603286,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,60,5.0,Page Visited on Website,Retail Management,,No,No,No,No,No,No,,,No
608470,API,Chat,No,No,0,4.0,164,1.33,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
618494,API,Google,No,No,0,2.0,155,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
583301,Landing Page Submission,Direct Traffic,No,No,0,13.0,207,3.25,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
613149,API,Google,Yes,No,0,2.0,56,2.0,Email Bounced,,,No,No,No,No,No,No,,,No
618670,API,Google,No,No,1,4.0,1891,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
634981,API,Google,No,No,0,2.0,403,2.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
608231,Landing Page Submission,Direct Traffic,No,No,0,5.0,278,2.5,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes
639428,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603653,Landing Page Submission,Direct Traffic,No,No,0,2.0,213,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
590626,API,Google,No,No,0,6.0,320,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
621922,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
632815,Landing Page Submission,Google,No,No,0,4.0,59,4.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,No
592031,Landing Page Submission,Direct Traffic,No,No,1,3.0,77,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
649413,API,Organic Search,No,No,0,1.0,275,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
593407,Landing Page Submission,Direct Traffic,No,No,0,7.0,423,7.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
650408,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
599127,API,Organic Search,No,No,0,3.0,197,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
629447,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
654185,Lead Import,Facebook,No,No,1,,1608,,,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
580323,Landing Page Submission,Direct Traffic,No,No,1,2.0,1249,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
644885,Landing Page Submission,Direct Traffic,No,No,1,2.0,1545,2.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,20.0,Yes
632381,Landing Page Submission,Direct Traffic,No,No,0,6.0,52,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
598175,Landing Page Submission,Organic Search,Yes,No,1,4.0,56,4.0,Email Bounced,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
654095,API,Google,No,No,0,2.0,293,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
632338,Landing Page Submission,Google,No,No,1,3.0,797,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
658618,API,Referral Sites,No,No,0,4.0,904,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,13.0,No
608081,Landing Page Submission,Organic Search,No,No,1,7.0,14,1.75,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
655953,Landing Page Submission,Google,No,No,0,7.0,109,7.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
647606,Landing Page Submission,Direct Traffic,No,No,0,1.0,353,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
592726,API,Google,No,No,0,6.0,1135,3.0,Email Opened,,,No,No,No,No,No,No,,,No
580399,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,17.0,16.0,No
612711,Landing Page Submission,Google,No,No,1,12.0,1117,2.4,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
650847,Landing Page Submission,Google,No,No,1,5.0,1169,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
586680,Landing Page Submission,Direct Traffic,No,No,0,2.0,41,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,13.0,18.0,Yes
595137,Landing Page Submission,Direct Traffic,No,No,1,7.0,1058,1.75,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
647665,API,Google,No,No,1,5.0,79,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
618747,Landing Page Submission,Google,No,No,1,5.0,1125,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
645009,Landing Page Submission,Google,No,No,1,3.0,1683,3.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,20.0,No
643040,Landing Page Submission,Direct Traffic,No,No,0,6.0,5,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
599958,Landing Page Submission,Direct Traffic,No,No,0,4.0,74,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
621553,API,Google,No,No,1,2.0,1020,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
640205,Lead Add Form,Reference,No,No,1,7.0,866,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,19.0,No
587146,Landing Page Submission,Direct Traffic,No,No,1,7.0,247,1.75,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,17.0,16.0,Yes
586850,API,Organic Search,Yes,No,0,11.0,251,1.83,Chat Conversation,,,No,No,No,No,No,No,,,No
592728,Landing Page Submission,Organic Search,Yes,No,0,15.0,239,3.75,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,17.0,14.0,Yes
603139,API,Google,No,No,1,8.0,890,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609618,Landing Page Submission,Direct Traffic,No,No,0,2.0,422,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
632382,API,Google,No,No,1,5.0,921,5.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
615883,Landing Page Submission,Google,No,No,0,3.0,201,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604883,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
594343,Landing Page Submission,Direct Traffic,No,No,0,2.0,1107,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,13.0,16.0,Yes
603138,Landing Page Submission,Direct Traffic,No,No,0,3.0,96,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
632629,Landing Page Submission,Direct Traffic,No,No,1,7.0,1273,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
647539,API,Chat,No,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No
602435,Landing Page Submission,Direct Traffic,No,No,1,4.0,231,4.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
600761,Landing Page Submission,Organic Search,No,No,0,5.0,83,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
620028,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
636146,Landing Page Submission,Google,No,No,0,5.0,384,1.67,Email Opened,International Business,,No,No,No,No,No,No,14.0,18.0,No
642941,Landing Page Submission,Direct Traffic,No,No,0,2.0,59,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
600323,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
633759,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
654579,Landing Page Submission,Direct Traffic,No,No,0,2.0,178,2.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,13.0,13.0,Yes
617625,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
635028,Lead Import,,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
653938,Landing Page Submission,Direct Traffic,No,No,0,4.0,105,2.0,Email Link Clicked,Operations Management,,No,No,No,No,No,No,13.0,16.0,Yes
639824,Landing Page Submission,Direct Traffic,No,No,1,13.0,998,2.17,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,16.0,15.0,Yes
589874,Landing Page Submission,Direct Traffic,No,No,1,2.0,725,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
622433,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
584990,Landing Page Submission,Direct Traffic,No,No,0,2.0,345,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
582938,Landing Page Submission,Direct Traffic,No,No,0,11.0,594,3.67,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
645458,Landing Page Submission,Direct Traffic,No,No,1,2.0,816,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,Yes
649359,API,Google,No,No,0,2.0,76,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
659463,API,Google,No,No,1,5.0,1196,5.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587699,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,165,2.0,Form Submitted on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
620429,Landing Page Submission,Direct Traffic,No,No,1,11.0,1505,3.67,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,17.0,17.0,Yes
623167,Landing Page Submission,Google,No,No,1,5.0,1455,5.0,Chat Conversation,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,Yes
605793,Landing Page Submission,Organic Search,Yes,No,0,2.0,374,2.0,Email Bounced,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
649941,API,Organic Search,No,No,1,11.0,1700,11.0,Email Opened,Healthcare Management,Businessman,No,No,No,No,No,No,16.0,12.0,No
600699,Landing Page Submission,Google,Yes,No,0,1.0,107,1.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,No
615466,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,837,2.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622276,API,Google,No,No,1,5.0,1224,1.67,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
645937,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
600800,Landing Page Submission,Direct Traffic,No,No,0,1.0,95,1.0,Converted to Lead,Business Administration,,No,No,No,No,No,No,,,Yes
589696,Landing Page Submission,Google,No,No,1,10.0,516,10.0,Email Link Clicked,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,16.0,18.0,No
625651,Landing Page Submission,Organic Search,No,No,0,4.0,865,4.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
641602,API,Google,No,No,1,3.0,481,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
626270,Landing Page Submission,Direct Traffic,No,No,1,2.0,630,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
637675,Landing Page Submission,Google,No,No,0,4.0,439,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,No
598170,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
631782,Landing Page Submission,Direct Traffic,No,No,0,1.0,62,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
645843,Landing Page Submission,Organic Search,No,No,0,5.0,285,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,12.0,17.0,No
620641,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1372,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
589992,Landing Page Submission,Direct Traffic,No,No,0,6.0,437,3.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,Yes
600879,API,Google,No,No,0,2.0,24,2.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
586139,Landing Page Submission,Direct Traffic,No,No,0,3.0,159,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,10.0,16.0,Yes
647981,Lead Import,Facebook,No,No,0,,1454,,SMS Sent,,,No,No,No,No,No,No,14.0,13.0,No
595906,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
600278,Landing Page Submission,Google,No,No,1,8.0,657,8.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
597187,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
585585,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1414,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
656356,Landing Page Submission,Google,No,No,1,9.0,1289,2.25,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes
633440,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
585361,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
654178,Lead Import,Facebook,No,No,0,,129,,,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
623297,API,Google,No,No,1,2.0,1277,2.0,Email Opened,,,No,No,No,No,No,No,,,No
581538,Landing Page Submission,Organic Search,No,No,0,8.0,178,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
613346,Landing Page Submission,Direct Traffic,No,No,1,5.0,803,2.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
601846,Landing Page Submission,Google,No,No,0,8.0,1298,2.67,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
589594,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,17.0,No
640421,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
590195,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,17.0,14.0,No
656511,Landing Page Submission,Google,No,No,1,4.0,1226,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,20.0,No
616591,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
643283,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
610661,Landing Page Submission,Google,No,No,0,2.0,225,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
651661,API,Google,No,No,1,2.0,1334,2.0,Chat Conversation,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
587777,Landing Page Submission,Direct Traffic,No,No,0,7.0,961,1.75,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
647701,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
595681,API,Google,No,No,1,3.0,1575,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
586629,Landing Page Submission,Google,No,No,1,3.0,1493,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,20.0,No
650994,Landing Page Submission,Google,No,No,0,4.0,1051,4.0,Email Link Clicked,International Business,Unemployed,No,No,No,No,No,No,14.0,18.0,No
595853,Landing Page Submission,Direct Traffic,No,No,1,2.0,1603,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
619366,Landing Page Submission,Google,No,No,1,3.0,1039,1.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
594686,Landing Page Submission,Google,No,No,0,3.0,36,3.0,Form Submitted on Website,Finance Management,Working Professional,No,No,No,No,No,No,,,No
599852,API,Organic Search,No,No,0,2.0,1581,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
616910,API,Google,No,No,0,2.0,940,1.0,Email Opened,,,No,No,No,No,No,No,,,No
623457,Landing Page Submission,Direct Traffic,No,No,0,3.0,138,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
579622,API,Direct Traffic,No,No,1,13.0,1409,2.6,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
637129,API,Organic Search,No,No,1,2.0,1843,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
613326,Landing Page Submission,Direct Traffic,No,No,1,2.0,41,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
656413,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
644221,API,Google,No,No,0,3.0,7,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
654434,Landing Page Submission,Google,No,No,1,9.0,888,9.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,15.0,18.0,Yes
587979,Landing Page Submission,Google,No,No,1,4.0,794,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
625680,Landing Page Submission,Google,No,No,0,2.0,510,2.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
582647,Landing Page Submission,Google,No,No,0,5.0,426,5.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,No
631226,Landing Page Submission,Direct Traffic,No,No,1,8.0,1495,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
596616,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
654831,Landing Page Submission,Google,No,No,0,7.0,185,7.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
614912,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
594106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
603888,API,Direct Traffic,No,No,0,6.0,358,6.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
644723,API,Organic Search,No,No,1,8.0,234,4.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,15.0,14.0,No
626060,API,Google,No,No,0,3.0,1570,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
587205,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637023,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,17.0,No
621999,Landing Page Submission,Organic Search,No,No,0,6.0,589,2.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
626475,API,Google,No,No,1,5.0,633,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604023,Landing Page Submission,Direct Traffic,No,No,0,5.0,261,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
631333,Lead Add Form,Reference,No,No,1,,532,,,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
613042,Lead Add Form,Reference,No,No,1,3.0,1076,1.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
645154,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
629767,API,Chat,No,No,1,7.0,905,3.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
614090,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
637395,Landing Page Submission,Direct Traffic,No,No,0,3.0,365,3.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,13.0,15.0,Yes
619240,Landing Page Submission,Direct Traffic,No,No,1,10.0,1619,3.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
619629,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631591,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
634685,API,Google,No,No,0,6.0,247,6.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
635990,Landing Page Submission,Direct Traffic,No,No,0,4.0,157,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,16.0,Yes
656560,API,Referral Sites,No,No,0,10.0,278,5.0,Page Visited on Website,,,No,No,No,No,No,No,14.0,13.0,No
641870,Landing Page Submission,Organic Search,Yes,No,0,5.0,75,5.0,Unsubscribed,Business Administration,,No,No,No,No,No,No,12.0,16.0,Yes
639282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
604622,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
620900,Landing Page Submission,Direct Traffic,No,No,0,8.0,149,8.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
593016,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
602690,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
580381,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
647423,API,Referral Sites,No,No,1,10.0,325,3.33,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
649451,Landing Page Submission,Organic Search,No,No,1,6.0,1847,6.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
612603,API,Google,No,No,1,2.0,979,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
638851,Landing Page Submission,Google,No,No,0,8.0,262,8.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
605592,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
595756,Landing Page Submission,Google,No,No,0,4.0,225,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
636848,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
622296,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
635613,Landing Page Submission,Google,No,No,1,5.0,590,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
602470,API,Organic Search,No,No,0,7.0,226,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
616758,API,Google,No,No,0,2.0,71,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
658299,API,Referral Sites,No,No,0,2.0,457,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
628392,Landing Page Submission,Organic Search,No,No,0,6.0,112,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
599735,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
655175,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
595060,Landing Page Submission,Google,Yes,No,1,3.0,1738,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
648540,Landing Page Submission,Direct Traffic,No,No,1,2.0,330,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
599268,Landing Page Submission,Direct Traffic,No,No,0,3.0,218,3.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
624947,Landing Page Submission,Google,No,No,0,5.0,339,2.5,Converted to Lead,Finance Management,,No,No,No,No,No,No,,,No
654177,Lead Import,Facebook,No,No,0,,131,,,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
